file	variable_name	shape	example_values	possible_role
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.01658682; max=0.01658682; examples=[0.016586819998919963]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.831814; max=210.831814; examples=[210.831813900033]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12711; max=12711; examples=[12711]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random.mat	vbl	12718x3	dtype=float64; min=0; max=608554.728; examples=[608343.8959882, 0.0, 1.0, 608343.9035417, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC23_Session02_2024APR22/SUBC23_Session02_2024APR22_MATLAB/2-Grating/Results/runs_random_record_C23.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-00-06_AM__scan_info_for_subject_SUBC24-session2__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.01658733; max=0.01658733; examples=[0.01658733000000211]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-00-06_AM__scan_info_for_subject_SUBC24-session2__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=2370.34843; max=2581.18159; examples=[2370.3484344, 2371.2850243, 2372.2219959, 2373.1589421, 2374.0960068]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-00-06_AM__scan_info_for_subject_SUBC24-session2__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=2581.18439; examples=[2370.3567019, 0.0, 1.0, 2370.3774568, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-04-53_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.01658069; max=0.01658069; examples=[0.016580690000000686]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-04-53_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=2656.58981; max=2867.4224; examples=[2656.5898138, 2657.5264593, 2658.4633657, 2659.4004621, 2660.3374573]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-04-53_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=2867.43379; examples=[2656.5966113, 0.0, 1.0, 2656.6063247, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-10-27_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.016553468; max=0.016553468; examples=[0.01655346799999279]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-10-27_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=2991.20805; max=3202.04048; examples=[2991.208053, 2992.1448443, 2993.0819051, 2994.018873, 2994.9558395]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-10-27_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=3202.04806; examples=[2991.2150868, 0.0, 1.0, 2991.2396117, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-14-41_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_5__fmri_number_is4.mat	scan.ifi	scalar	dtype=float64; min=0.016585126; max=0.016585126; examples=[0.016585125999999947]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-14-41_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_5__fmri_number_is4.mat	scan.runs.triggerTimes	226	dtype=float64; min=3244.95272; max=3455.78501; examples=[3244.9527209, 3245.88944, 3246.8264599, 3247.7633994, 3248.7003901]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/April-27-2024_ 9-14-41_AM__scan_info_for_subject_SUBC024-Session02__selected_run_is_5__fmri_number_is4.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=3455.78511; examples=[3244.9598391, 0.0, 1.0, 3244.9851643, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/fMRI_1.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/fMRI_2.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/fMRI_3.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/fMRI_4.mat	<no matching variables>			candidate timing file without requested variable names
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	currentConditionStartTime	scalar	dtype=float64; min=201.474189; max=201.474189; examples=[201.474188926]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	fMRI_number	scalar	dtype=int64; min=4; max=4; examples=[4]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	fps	scalar	dtype=int64; min=60; max=60; examples=[60]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	ifi	scalar	dtype=float64; min=0.016585126; max=0.016585126; examples=[0.016585125999999947]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	keyTime	scalar	dtype=float64; min=3455.78553; max=3455.78553; examples=[3455.7855314]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	run	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	runParadigmFinal	26x2	dtype=uint8; min=0; max=226; examples=[0, 0, 10, 1, 18]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	run_number	scalar	dtype=int64; min=5; max=5; examples=[5]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	runs	scalar	dtype=int64; min=1; max=1; examples=[1]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	runs_random	2	dtype=uint8; min=3; max=6; examples=[3, 6]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	scan.ifi	scalar	dtype=float64; min=0.016585126; max=0.016585126; examples=[0.016585125999999947]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	scan.runs.triggerTimes	226	dtype=float64; min=3244.95272; max=3455.78501; examples=[3244.9527209, 3245.88944, 3246.8264599, 3247.7633994, 3248.7003901]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=3455.78511; examples=[3244.9598391, 0.0, 1.0, 3244.9851643, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	screenProperties.ifi	scalar	dtype=float64; min=0.016585126; max=0.016585126; examples=[0.016585125999999947]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	start_ask	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	start_ask_yes_no	scalar	dtype=<U1; example=1	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	stimRunIndices	12x3	dtype=uint8; min=1; max=12; examples=[1, 12, 12, 2, 11]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	timeProperties.t	scalar	dtype=float64; min=210.825271; max=210.825271; examples=[210.8252711]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	timeProperties.framecount	scalar	dtype=int64; min=12712; max=12712; examples=[12712]	clock/timing candidate; clock domain requires validation
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	trigger	scalar	dtype=int64; min=1; max=1; examples=[1]	keyword-matched metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random.mat	vbl	12717x3	dtype=float64; min=0; max=3455.78511; examples=[3244.9598391, 0.0, 1.0, 3244.9851643, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-SESSION2-2024APR27/SUBC24-session2-2024-APR-27-Matlab/2-Grating/Results/runs_random_record_subc24-session2.mat	runs_random_record	6	dtype=uint8; min=1; max=6; examples=[1, 4, 2, 5, 3]	run identifier or run-level metadata
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-37-15_PM__scan_info_for_subject_sub-c24__selected_run_is_1__fmri_number_is1.mat	scan.ifi	scalar	dtype=float64; min=0.016585374; max=0.016585374; examples=[0.01658537399955094]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-37-15_PM__scan_info_for_subject_sub-c24__selected_run_is_1__fmri_number_is1.mat	scan.runs.triggerTimes	226	dtype=float64; min=1651126.59; max=1651337.43; examples=[1651126.5922953, 1651127.5289274, 1651128.4659153, 1651129.4029165, 1651130.3398489]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-37-15_PM__scan_info_for_subject_sub-c24__selected_run_is_1__fmri_number_is1.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=1651337.44; examples=[1651126.6011881, 0.0, 1.0, 1651126.621534, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-42-11_PM__scan_info_for_subject_sub-c24__selected_run_is_4__fmri_number_is2.mat	scan.ifi	scalar	dtype=float64; min=0.016546848; max=0.016546848; examples=[0.016546848001889884]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-42-11_PM__scan_info_for_subject_sub-c24__selected_run_is_4__fmri_number_is2.mat	scan.runs.triggerTimes	226	dtype=float64; min=1651422.95; max=1651633.78; examples=[1651422.9494656, 1651423.8860934, 1651424.8231795, 1651425.7601077, 1651426.6971775]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-42-11_PM__scan_info_for_subject_sub-c24__selected_run_is_4__fmri_number_is2.mat	scan.runs.vbl	12717x3	dtype=float64; min=0; max=1651633.79; examples=[1651422.9568736, 0.0, 1.0, 1651422.9822685, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-47-21_PM__scan_info_for_subject_sub-c24__selected_run_is_2__fmri_number_is3.mat	scan.ifi	scalar	dtype=float64; min=0.01657084; max=0.01657084; examples=[0.016570839998312294]	display/Psychtoolbox timing; not physiology sampling frequency
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-47-21_PM__scan_info_for_subject_sub-c24__selected_run_is_2__fmri_number_is3.mat	scan.runs.triggerTimes	226	dtype=float64; min=1651732.44; max=1651943.28; examples=[1651732.441495, 1651733.3783963, 1651734.3153788, 1651735.2523747, 1651736.189262]	scanner/task trigger timing candidate
/lustre07/scratch/alexrees/raw_original/Control/SUBC24-Session01-2023OCT17/SUBC24-Session01-2023OCT17-MATLAB/2-Grating/Results/October-17-2023_ 5-47-21_PM__scan_info_for_subject_sub-c24__selected_run_is_2__fmri_number_is3.mat	scan.runs.vbl	12718x3	dtype=float64; min=0; max=1651943.28; examples=[1651732.4489641, 0.0, 1.0, 1651732.4583621, 0.0]	display/Psychtoolbox timing; not physiology sampling frequency
